3,2,2,8,0,0,1
1,2,12,8,0,1,1
5,8,12,8,1,1,1
6,8,2,2,1,0,1
0,2,12,2,0,1,0
7,8,2,8,1,0,1
2,2,2,2,0,0,1
4,8,12,2,1,1,0
3,2,2,8,0,0,1
2,2,2,2,0,0,1
5,8,12,8,1,1,1
1,2,12,8,0,1,1
7,8,2,8,1,0,1
0,2,12,2,0,1,0
4,8,12,2,1,1,0
6,8,2,2,1,0,1
5,8,12,8,1,1,1
4,8,12,2,1,1,0
3,2,2,8,0,0,1
2,2,2,2,0,0,1
7,8,2,8,1,0,1
6,8,2,2,1,0,1
1,2,12,8,0,1,1
0,2,12,2,0,1,0
5,8,12,8,1,1,1
4,8,12,2,1,1,0
7,8,2,8,1,0,1
1,2,12,8,0,1,1
3,2,2,8,0,0,1
6,8,2,2,1,0,1
0,2,12,2,0,1,0
2,2,2,2,0,0,1
7,8,2,8,1,0,1
6,8,2,2,1,0,1
3,2,2,8,0,0,1
2,2,2,2,0,0,1
5,8,12,8,1,1,1
4,8,12,2,1,1,0
1,2,12,8,0,1,1
0,2,12,2,0,1,0
7,8,2,8,1,0,1
6,8,2,2,1,0,1
5,8,12,8,1,1,1
1,2,12,8,0,1,1
4,8,12,2,1,1,0
0,2,12,2,0,1,0
3,2,2,8,0,0,1
2,2,2,2,0,0,1
7,8,2,8,1,0,1
6,8,2,2,1,0,0
5,8,12,8,1,1,1
3,2,2,8,0,0,1
2,2,2,2,0,0,0
4,8,12,2,1,1,0
0,2,12,2,0,1,0
1,2,12,8,0,1,1
0,2,12,2,0,1,0
1,2,12,8,0,1,1
4,8,12,2,1,1,0
7,8,2,8,1,0,1
5,8,12,8,1,1,1
3,2,2,8,0,0,1
6,8,2,2,1,0,0
2,2,2,2,0,0,0
7,8,2,8,1,0,1
3,2,2,8,0,0,1
5,8,12,8,1,1,1
2,2,2,2,0,0,0
4,8,12,2,1,1,0
6,8,2,2,1,0,0
0,2,12,2,0,1,0
1,2,12,8,0,1,1
3,2,2,8,0,0,1
5,8,12,8,1,1,1
2,2,2,2,0,0,0
4,8,12,2,1,1,0
7,8,2,8,1,0,1
1,2,12,8,0,1,1
6,8,2,2,1,0,0
0,2,12,2,0,1,0
7,8,2,8,1,0,1
3,2,2,8,0,0,1
6,8,2,2,1,0,0
5,8,12,8,1,1,1
4,8,12,2,1,1,0
2,2,2,2,0,0,0
1,2,12,8,0,1,1
0,2,12,2,0,1,0
7,8,2,8,1,0,1
6,8,2,2,1,0,0
3,2,2,8,0,0,1
2,2,2,2,0,0,0
5,8,12,8,1,1,1
4,8,12,2,1,1,0
1,2,12,8,0,1,1
0,2,12,2,0,1,0
5,8,12,8,1,1,1
1,2,12,8,0,1,1
0,2,12,2,0,1,0
4,8,12,2,1,1,0
7,8,2,8,1,0,1
3,2,2,8,0,0,1
2,2,2,2,0,0,0
6,8,2,2,1,0,0
7,8,2,8,1,0,1
6,8,2,2,1,0,0
5,8,12,8,1,1,1
4,8,12,2,1,1,0
3,2,2,8,0,0,1
2,2,2,2,0,0,0
1,2,12,8,0,1,1
0,2,12,2,0,1,0
7,8,2,8,1,0,1
3,2,2,8,0,0,1
2,2,2,2,0,0,0
6,8,2,2,1,0,0
5,8,12,8,1,1,1
4,8,12,2,1,1,0
1,2,12,8,0,1,1
0,2,12,2,0,1,0
5,8,12,8,1,1,1
4,8,12,2,1,1,0
7,8,2,8,1,0,1
3,2,2,8,0,0,1
2,2,2,2,0,0,0
1,2,12,8,0,1,1
0,2,12,2,0,1,0
6,8,2,2,1,0,0
7,8,2,8,1,0,1
3,2,2,8,0,0,1
5,8,12,8,1,1,1
6,8,2,2,1,0,0
4,8,12,2,1,1,0
1,2,12,8,0,1,1
2,2,2,2,0,0,0
0,2,12,2,0,1,0
7,8,2,8,1,0,1
3,2,2,8,0,0,1
2,2,2,2,0,0,0
6,8,2,2,1,0,0
5,8,12,8,1,1,1
4,8,12,2,1,1,0
1,2,12,8,0,1,1
0,2,12,2,0,1,0
1,2,12,8,0,1,1
0,2,12,2,0,1,0
7,8,2,8,1,0,1
5,8,12,8,1,1,1
6,8,2,2,1,0,0
4,8,12,2,1,1,0
3,2,2,8,0,0,1
2,2,2,2,0,0,0
7,8,2,8,1,0,1
6,8,2,2,1,0,0
5,8,12,8,1,1,1
1,2,12,8,0,1,1
0,2,12,2,0,1,0
4,8,12,2,1,1,0
3,2,2,8,0,0,1
2,2,2,2,0,0,0
3,2,2,8,0,0,1
2,2,2,2,0,0,0
7,8,2,8,1,0,1
5,8,12,8,1,1,1
1,2,12,8,0,1,1
0,2,12,2,0,1,0
6,8,2,2,1,0,0
4,8,12,2,1,1,0
7,8,2,8,1,0,1
2,2,2,2,0,0,0
5,8,12,8,1,1,1
4,8,12,2,1,1,0
3,2,2,8,0,0,1
1,2,12,8,0,1,1
0,2,12,2,0,1,0
6,8,2,2,1,0,0
7,8,2,8,1,0,1
5,8,12,8,1,1,1
1,2,12,8,0,1,1
4,8,12,2,1,1,0
6,8,2,2,1,0,0
3,2,2,8,0,0,1
2,2,2,2,0,0,0
0,2,12,2,0,1,0
7,8,2,8,1,0,1
3,2,2,8,0,0,1
6,8,2,2,1,0,0
2,2,2,2,0,0,0
5,8,12,8,1,1,1
4,8,12,2,1,1,0
1,2,12,8,0,1,1
0,2,12,2,0,1,0
6,8,2,2,1,0,0
4,8,12,2,1,1,0
0,2,12,2,0,1,0
5,8,12,8,1,1,1
1,2,12,8,0,1,1
7,8,2,8,1,0,1
3,2,2,8,0,0,1
2,2,2,2,0,0,0
7,8,2,8,1,0,1
6,8,2,2,1,0,0
3,2,2,8,0,0,1
2,2,2,2,0,0,0
5,8,12,8,1,1,1
4,8,12,2,1,1,0
1,2,12,8,0,1,1
0,2,12,2,0,1,0
7,8,2,8,1,0,1
1,2,12,8,0,1,1
5,8,12,8,1,1,1
6,8,2,2,1,0,0
0,2,12,2,0,1,0
4,8,12,2,1,1,0
3,2,2,8,0,0,1
2,2,2,2,0,0,0
7,8,2,8,1,0,1
6,8,2,2,1,0,0
3,2,2,8,0,0,1
2,2,2,2,0,0,0
5,8,12,8,1,1,1
4,8,12,2,1,1,0
1,2,12,8,0,1,1
0,2,12,2,0,1,0
7,8,2,8,1,0,1
3,2,2,8,0,0,1
5,8,12,8,1,1,1
1,2,12,8,0,1,1
2,2,2,2,0,0,0
0,2,12,2,0,1,0
6,8,2,2,1,0,0
4,8,12,2,1,1,0
7,8,2,8,1,0,1
3,2,2,8,0,0,1
2,2,2,2,0,0,0
1,2,12,8,0,1,1
4,8,12,2,1,1,0
0,2,12,2,0,1,0
5,8,12,8,1,1,1
6,8,2,2,1,0,0
7,8,2,8,1,0,1
6,8,2,2,1,0,0
3,2,2,8,0,0,1
2,2,2,2,0,0,0
5,8,12,8,1,1,1
1,2,12,8,0,1,1
4,8,12,2,1,1,0
0,2,12,2,0,1,0
3,2,2,8,0,0,1
7,8,2,8,1,0,1
2,2,2,2,0,0,0
6,8,2,2,1,0,0
5,8,12,8,1,1,1
1,2,12,8,0,1,1
0,2,12,2,0,1,0
4,8,12,2,1,1,0
3,2,2,8,0,0,1
5,8,12,8,1,1,1
2,2,2,2,0,0,0
7,8,2,8,1,0,1
6,8,2,2,1,0,0
4,8,12,2,1,1,0
1,2,12,8,0,1,1
0,2,12,2,0,1,0
2,2,2,2,0,0,0
3,2,2,8,0,0,1
5,8,12,8,1,1,1
7,8,2,8,1,0,1
4,8,12,2,1,1,0
1,2,12,8,0,1,1
6,8,2,2,1,0,0
0,2,12,2,0,1,0
7,8,2,8,1,0,1
3,2,2,8,0,0,1
2,2,2,2,0,0,0
6,8,2,2,1,0,0
5,8,12,8,1,1,1
4,8,12,2,1,1,0
1,2,12,8,0,1,1
0,2,12,2,0,1,0
5,12,20,12,1,1,1
4,12,20,2,1,1,0
1,2,20,12,0,1,1
0,2,20,2,0,1,0
7,12,2,12,1,0,1
6,12,2,2,1,0,0
3,2,2,12,0,0,1
2,2,2,2,0,0,0
7,12,2,12,1,0,1
6,12,2,2,1,0,0
3,2,2,12,0,0,1
2,2,2,2,0,0,0
5,12,20,12,1,1,1
4,12,20,2,1,1,0
1,2,20,12,0,1,1
0,2,20,2,0,1,0
7,12,2,12,1,0,1
3,2,2,12,0,0,1
1,2,20,12,0,1,1
0,2,20,2,0,1,0
5,12,20,12,1,1,1
2,2,2,2,0,0,0
4,12,20,2,1,1,0
6,12,2,2,1,0,0
3,2,2,12,0,0,1
5,12,20,12,1,1,1
2,2,2,2,0,0,0
1,2,20,12,0,1,1
4,12,20,2,1,1,0
0,2,20,2,0,1,0
7,12,2,12,1,0,1
6,12,2,2,1,0,0
7,12,2,12,1,0,1
6,12,2,2,1,0,0
5,12,20,12,1,1,1
4,12,20,2,1,1,0
3,2,2,12,0,0,1
2,2,2,2,0,0,0
1,2,20,12,0,1,1
0,2,20,2,0,1,0
7,12,2,12,1,0,1
3,2,2,12,0,0,1
6,12,2,2,1,0,0
5,12,20,12,1,1,1
4,12,20,2,1,1,0
1,2,20,12,0,1,1
0,2,20,2,0,1,0
2,2,2,2,0,0,0
2,2,2,2,0,0,0
4,12,20,2,1,1,0
6,12,2,2,1,0,0
0,2,20,2,0,1,0
3,2,2,12,0,0,1
5,12,20,12,1,1,1
1,2,20,12,0,1,1
7,12,2,12,1,0,1
0,2,20,2,0,1,0
1,2,20,12,0,1,1
5,12,20,12,1,1,1
4,12,20,2,1,1,0
3,2,2,12,0,0,1
2,2,2,2,0,0,0
7,12,2,12,1,0,1
6,12,2,2,1,0,0
7,12,2,12,1,0,1
3,2,2,12,0,0,1
1,2,20,12,0,1,1
5,12,20,12,1,1,1
0,2,20,2,0,1,0
2,2,2,2,0,0,0
4,12,20,2,1,1,0
6,12,2,2,1,0,0
7,12,2,12,1,0,1
6,12,2,2,1,0,0
5,12,20,12,1,1,1
4,12,20,2,1,1,0
1,2,20,12,0,1,1
0,2,20,2,0,1,0
2,2,2,2,0,0,0
3,2,2,12,0,0,1
7,12,2,12,1,0,1
6,12,2,2,1,0,0
3,2,2,12,0,0,1
2,2,2,2,0,0,0
5,12,20,12,1,1,1
4,12,20,2,1,1,0
1,2,20,12,0,1,1
0,2,20,2,0,1,0
